StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Coder_ID,Post_ID,Attribution_Presence,Attribution_Number,Sender_Relevance_1,Evaluation_1,PresenceIndividual_1,SpecificIndividual_1,PresenceCollective_1,SpecificCollective_1,PresenceSystems_1,PresenceNetwork_1,Economy_1,SocialPolicies_1,PoliticsHumanRight_1,ExternalRelations_1
2025-05-09 17:31:27,2025-05-09 17:31:57,IP Address,146.50.213.41,100,30,True,2025-05-09 17:31:57,R_81ac42KKwtMUISJ,,,,,52.364,4.866,anonymous,EN,Francesco Speciale,60F,No,,,,,,,,,,,,,
2025-05-09 17:31:59,2025-05-09 17:32:31,IP Address,146.50.213.41,100,32,True,2025-05-09 17:32:32,R_8FmSqPwE5mMgIRp,,,,,52.364,4.866,anonymous,EN,Francesco Speciale,61F,No,,,,,,,,,,,,,
2025-05-09 17:32:33,2025-05-09 17:33:31,IP Address,146.50.213.41,100,58,True,2025-05-09 17:33:32,R_8rlhvjmRe0ib4Ou,,,,,52.364,4.866,anonymous,EN,Francesco Speciale,63F,No,,,,,,,,,,,,,
2025-05-09 17:33:33,2025-05-09 17:34:19,IP Address,146.50.213.41,100,46,True,2025-05-09 17:34:20,R_2MWETIg8ipf9IpQ,,,,,52.364,4.866,anonymous,EN,Francesco Speciale,64F,No,,,,,,,,,,,,,
2025-05-09 17:34:28,2025-05-09 17:35:56,IP Address,146.50.213.41,100,88,True,2025-05-09 17:35:57,R_8EVUACpQpPHLWFs,,,,,52.364,4.866,anonymous,EN,Francesco Speciale,65F,No,,,,,,,,,,,,,
2025-05-09 17:35:58,2025-05-09 17:37:40,IP Address,146.50.213.41,100,101,True,2025-05-09 17:37:40,R_8KCH1jeyYQBvKeD,,,,,52.364,4.866,anonymous,EN,Francesco Speciale,66F,Yes,First,Yes,Positively,No,,Yes,"Other Collectives (e.g. Other Countries, Other Political Groups, NGOs, Public Enterprises, International Governing Institutions)",,,No,No,Yes,
2025-05-09 17:37:41,2025-05-09 17:38:33,IP Address,146.50.213.41,100,51,True,2025-05-09 17:38:33,R_23HQzy0uWmoQbAd,,,,,52.364,4.866,anonymous,EN,Francesco Speciale,66F,Yes,Second,Yes,Positively,No,,Yes,The Trump-Administration,,,No,No,Yes,
2025-05-09 17:38:35,2025-05-09 17:39:58,IP Address,146.50.213.41,100,83,True,2025-05-09 17:39:58,R_2CHYpfjdynYZ39a,,,,,52.364,4.866,anonymous,EN,Francesco Speciale,67F,Yes,First,Yes,Negatively,Yes,Hillary Clinton,,,,,Yes,,,
2025-05-09 17:40:00,2025-05-09 17:42:30,IP Address,146.50.213.41,100,149,True,2025-05-09 17:42:30,R_2oF0LwECRky86wu,,,,,52.364,4.866,anonymous,EN,Francesco Speciale,68F,No,,,,,,,,,,,,,
2025-05-09 17:42:31,2025-05-09 17:44:27,IP Address,146.50.213.41,100,116,True,2025-05-09 17:44:27,R_8cALvMJH99a4RUd,,,,,52.364,4.866,anonymous,EN,Francesco Speciale,69F,Yes,First,Yes,Positively,Yes,Donald Trump,,,,,No,No,Yes,
2025-05-09 17:44:29,2025-05-09 17:45:28,IP Address,146.50.213.41,100,59,True,2025-05-09 17:45:28,R_8uWeGnzn9JAXmxI,,,,,52.364,4.866,anonymous,EN,Francesco Speciale,70F,No,,,,,,,,,,,,,
2025-05-09 17:45:29,2025-05-09 17:48:45,IP Address,146.50.213.41,100,195,True,2025-05-09 17:48:45,R_2hXoSIct4Ckz7tF,,,,,52.364,4.866,anonymous,EN,Francesco Speciale,71F,Yes,First,Yes,Positively,No,,No,,Yes,,No,No,Yes,
2025-05-09 17:48:48,2025-05-09 17:50:41,IP Address,146.50.213.41,100,112,True,2025-05-09 17:50:41,R_8VfGejbT1WjqAuc,,,,,52.364,4.866,anonymous,EN,Francesco Speciale,72F,Yes,First,Yes,Negatively,No,,Yes,"Other Collectives (e.g. Other Countries, Other Political Groups, NGOs, Public Enterprises, International Governing Institutions)",,,No,No,Yes,
2025-05-09 17:50:42,2025-05-09 17:51:50,IP Address,146.50.213.41,100,67,True,2025-05-09 17:51:50,R_8gGzGSRXNaJ9thu,,,,,52.364,4.866,anonymous,EN,Francesco Speciale,73F,No,,,,,,,,,,,,,
2025-05-09 17:51:51,2025-05-09 17:52:15,IP Address,146.50.213.41,100,24,True,2025-05-09 17:52:16,R_2QQ59rEe8uhdR83,,,,,52.364,4.866,anonymous,EN,Francesco Speciale,74F,No,,,,,,,,,,,,,
2025-05-09 17:52:17,2025-05-09 17:55:32,IP Address,146.50.213.41,100,194,True,2025-05-09 17:55:33,R_84f9igW75WDCQxh,,,,,52.364,4.866,anonymous,EN,Francesco Speciale,75F,No,,,,,,,,,,,,,
2025-05-09 17:55:40,2025-05-09 17:58:00,IP Address,146.50.213.41,100,139,True,2025-05-09 17:58:00,R_8VDEN5GxeTQT1kd,,,,,52.364,4.866,anonymous,EN,Francesco Speciale,76F,No,,,,,,,,,,,,,
2025-05-09 17:58:01,2025-05-09 17:58:22,IP Address,146.50.213.41,100,20,True,2025-05-09 17:58:22,R_2ZTVlEB0DAIJbQ1,,,,,52.364,4.866,anonymous,EN,Francesco Speciale,77F,No,,,,,,,,,,,,,
2025-05-09 17:58:23,2025-05-09 17:59:09,IP Address,146.50.213.41,100,46,True,2025-05-09 17:59:10,R_8X4hen58m89WOFc,,,,,52.364,4.866,anonymous,EN,Francesco Speciale,78F,No,,,,,,,,,,,,,
2025-05-09 17:59:11,2025-05-09 18:00:21,IP Address,146.50.213.41,100,69,True,2025-05-09 18:00:21,R_8YPmoCELCZ2l2Yu,,,,,52.364,4.866,anonymous,EN,Francesco Speciale,79F,Yes,First,Yes,Ambiguously,,,,,,,,,,
2025-05-09 18:00:22,2025-05-09 18:02:50,IP Address,146.50.213.41,100,148,True,2025-05-09 18:02:51,R_2wgWeFYjxRQUneu,,,,,52.364,4.866,anonymous,EN,Francesco Speciale,80F,Yes,First,Yes,Negatively,No,,Yes,USA,,,No,No,No,Yes
2025-05-09 21:03:35,2025-05-09 21:05:25,IP Address,89.98.163.147,100,110,True,2025-05-09 21:05:25,R_2pupFvg4grZkaaX,,,,,52.3672,4.918,anonymous,EN,Ada Shi,201A,No,,,,,,,,,,,,,
2025-05-09 21:05:26,2025-05-09 21:05:39,IP Address,89.98.163.147,100,12,True,2025-05-09 21:05:39,R_8mIyLHhYCSmWMr5,,,,,52.3672,4.918,anonymous,EN,Ada Shi,202A,No,,,,,,,,,,,,,
2025-05-09 21:05:40,2025-05-09 21:06:01,IP Address,89.98.163.147,100,21,True,2025-05-09 21:06:01,R_2n8fnESXGGraZC4,,,,,52.3672,4.918,anonymous,EN,Ada Shi,203A,No,,,,,,,,,,,,,
2025-05-09 21:06:02,2025-05-09 21:06:19,IP Address,89.98.163.147,100,16,True,2025-05-09 21:06:19,R_8DkduLhLNh4rnTH,,,,,52.3672,4.918,anonymous,EN,Ada Shi,204A,No,,,,,,,,,,,,,
2025-05-09 21:06:21,2025-05-09 21:06:41,IP Address,89.98.163.147,100,20,True,2025-05-09 21:06:42,R_25HGzgHKB6CefW0,,,,,52.3672,4.918,anonymous,EN,Ada Shi,205A,No,,,,,,,,,,,,,
2025-05-09 21:06:42,2025-05-09 21:07:01,IP Address,89.98.163.147,100,18,True,2025-05-09 21:07:01,R_2uNzuMtTUlKMqxX,,,,,52.3672,4.918,anonymous,EN,Ada Shi,206A,No,,,,,,,,,,,,,
2025-05-09 21:07:02,2025-05-09 21:07:23,IP Address,89.98.163.147,100,21,True,2025-05-09 21:07:25,R_2pVIqS6g31nq5pL,,,,,52.3672,4.918,anonymous,EN,Ada Shi,207A,No,,,,,,,,,,,,,
2025-05-09 21:07:25,2025-05-09 21:07:47,IP Address,89.98.163.147,100,21,True,2025-05-09 21:07:47,R_2FQzUwb67qoPUBD,,,,,52.3672,4.918,anonymous,EN,Ada Shi,208A,No,,,,,,,,,,,,,
2025-05-09 21:07:48,2025-05-09 21:08:38,IP Address,89.98.163.147,100,49,True,2025-05-09 21:08:38,R_2FcNvLisXWGQO5j,,,,,52.3672,4.918,anonymous,EN,Ada Shi,209A,Yes,First,Yes,Positively,Yes,Donald Trump,,,,,Yes,,,
2025-05-09 21:08:40,2025-05-09 21:10:38,IP Address,89.98.163.147,100,118,True,2025-05-09 21:10:38,R_8GHRj1glhK9aJYi,,,,,52.3672,4.918,anonymous,EN,Ada Shi,210A,Yes,First,Yes,Positively,No,,Yes,"Other Collectives (e.g. Other Countries, Other Political Groups, NGOs, Public Enterprises, International Governing Institutions)",,,No,No,Yes,
2025-05-09 21:10:39,2025-05-09 21:11:02,IP Address,89.98.163.147,100,22,True,2025-05-09 21:11:02,R_8BmpSqLrUut2AHn,,,,,52.3672,4.918,anonymous,EN,Ada Shi,211A,No,,,,,,,,,,,,,
2025-05-09 21:11:03,2025-05-09 21:11:20,IP Address,89.98.163.147,100,16,True,2025-05-09 21:11:20,R_8S8NoODUvwh2i3v,,,,,52.3672,4.918,anonymous,EN,Ada Shi,212A,No,,,,,,,,,,,,,
2025-05-09 21:11:21,2025-05-09 21:11:44,IP Address,89.98.163.147,100,22,True,2025-05-09 21:11:44,R_2zNsrPK0wRS6QQz,,,,,52.3672,4.918,anonymous,EN,Ada Shi,213A,No,,,,,,,,,,,,,
2025-05-09 21:11:45,2025-05-09 21:12:39,IP Address,89.98.163.147,100,54,True,2025-05-09 21:12:40,R_8QGGPpq9y56BEqr,,,,,52.3672,4.918,anonymous,EN,Ada Shi,214A,Yes,First,Yes,Positively,No,,Yes,The Trump-Administration,,,No,No,Yes,
2025-05-09 21:12:42,2025-05-09 21:12:53,IP Address,89.98.163.147,100,11,True,2025-05-09 21:12:53,R_8ieC2oT1W2pGCty,,,,,52.3672,4.918,anonymous,EN,Ada Shi,215A,No,,,,,,,,,,,,,
2025-05-09 21:12:54,2025-05-09 21:13:05,IP Address,89.98.163.147,100,11,True,2025-05-09 21:13:06,R_8VOWL0XPlKOwnxB,,,,,52.3672,4.918,anonymous,EN,Ada Shi,216A,No,,,,,,,,,,,,,
2025-05-09 21:13:07,2025-05-09 21:13:20,IP Address,89.98.163.147,100,12,True,2025-05-09 21:13:20,R_8U6clgKnQ20i2wp,,,,,52.3672,4.918,anonymous,EN,Ada Shi,217A,No,,,,,,,,,,,,,
2025-05-09 21:13:21,2025-05-09 21:14:22,IP Address,89.98.163.147,100,61,True,2025-05-09 21:14:23,R_8pLS2y4GVwnJijG,,,,,52.3672,4.918,anonymous,EN,Ada Shi,218A,Yes,First,Yes,Positively,Yes,Donald Trump,,,,,No,No,Yes,
2025-05-09 21:14:24,2025-05-09 21:14:37,IP Address,89.98.163.147,100,13,True,2025-05-09 21:14:38,R_8uvKpwfIAL8s7qI,,,,,52.3672,4.918,anonymous,EN,Ada Shi,219A,No,,,,,,,,,,,,,
2025-05-09 21:14:38,2025-05-09 21:14:52,IP Address,89.98.163.147,100,13,True,2025-05-09 21:14:52,R_8ClUNpzQjOleFHz,,,,,52.3672,4.918,anonymous,EN,Ada Shi,220A,No,,,,,,,,,,,,,
2025-05-09 21:14:53,2025-05-09 21:15:10,IP Address,89.98.163.147,100,17,True,2025-05-09 21:15:10,R_8MQanWNxWvGljST,,,,,52.3672,4.918,anonymous,EN,Ada Shi,221A,No,,,,,,,,,,,,,
2025-05-09 21:15:12,2025-05-09 21:16:23,IP Address,89.98.163.147,100,71,True,2025-05-09 21:16:24,R_8i89yppktgqbJSS,,,,,52.3672,4.918,anonymous,EN,Ada Shi,222A,Yes,First,Yes,Negatively,No,,Yes,Progressive: Democrats/Liberals/Left-wing ideologists,,,No,Yes,,
2025-05-09 21:16:25,2025-05-09 21:16:38,IP Address,89.98.163.147,100,13,True,2025-05-09 21:16:39,R_8Rv3P891LOV2wHD,,,,,52.3672,4.918,anonymous,EN,Ada Shi,223A,No,,,,,,,,,,,,,
2025-05-09 21:16:39,2025-05-09 21:16:53,IP Address,89.98.163.147,100,13,True,2025-05-09 21:16:53,R_2ox0ohudqAcCIAp,,,,,52.3672,4.918,anonymous,EN,Ada Shi,224A,No,,,,,,,,,,,,,
2025-05-09 21:16:54,2025-05-09 21:18:13,IP Address,89.98.163.147,100,79,True,2025-05-09 21:18:13,R_8yQjBHB5KmV6uTD,,,,,52.3672,4.918,anonymous,EN,Ada Shi,225A,Yes,First,Yes,Ambiguously,,,,,,,,,,
2025-05-09 21:18:15,2025-05-09 21:18:30,IP Address,89.98.163.147,100,15,True,2025-05-09 21:18:30,R_2eUGwroheevzwzW,,,,,52.3672,4.918,anonymous,EN,Ada Shi,226A,No,,,,,,,,,,,,,
2025-05-09 21:18:31,2025-05-09 21:19:39,IP Address,89.98.163.147,100,68,True,2025-05-09 21:19:39,R_8kZzm50AJ6soRG6,,,,,52.3672,4.918,anonymous,EN,Ada Shi,227A,No,,,,,,,,,,,,,
2025-05-09 21:19:40,2025-05-09 21:19:58,IP Address,89.98.163.147,100,18,True,2025-05-09 21:19:59,R_8l9qw76vq5TOwDa,,,,,52.3672,4.918,anonymous,EN,Ada Shi,228A,No,,,,,,,,,,,,,
2025-05-09 21:19:59,2025-05-09 21:20:16,IP Address,89.98.163.147,100,16,True,2025-05-09 21:20:16,R_27lrjtjKfWOGkC5,,,,,52.3672,4.918,anonymous,EN,Ada Shi,229A,No,,,,,,,,,,,,,
2025-05-09 21:20:17,2025-05-09 21:20:41,IP Address,89.98.163.147,100,23,True,2025-05-09 21:20:41,R_2bLYHncFqlHppRf,,,,,52.3672,4.918,anonymous,EN,Ada Shi,230A,No,,,,,,,,,,,,,
2025-05-09 21:20:42,2025-05-09 21:21:09,IP Address,89.98.163.147,100,27,True,2025-05-09 21:21:10,R_8oBz07mvwsGJOSf,,,,,52.3672,4.918,anonymous,EN,Ada Shi,231A,Yes,First,No,,,,,,,,,,,
2025-05-09 21:21:11,2025-05-09 21:22:19,IP Address,89.98.163.147,100,67,True,2025-05-09 21:22:20,R_2zRPnI9iXtbddAZ,,,,,52.3672,4.918,anonymous,EN,Ada Shi,232A,Yes,First,Yes,Negatively,Yes,Other Individual Democratic Politicians,,,,,No,No,Yes,
2025-05-09 21:22:21,2025-05-09 21:22:49,IP Address,89.98.163.147,100,28,True,2025-05-09 21:22:50,R_22gWXdh5hYw9K6E,,,,,52.3672,4.918,anonymous,EN,Ada Shi,233A,Yes,First,No,,,,,,,,,,,
2025-05-09 21:22:51,2025-05-09 21:23:05,IP Address,89.98.163.147,100,13,True,2025-05-09 21:23:05,R_2qdBPSt5rmohMkb,,,,,52.3672,4.918,anonymous,EN,Ada Shi,234A,No,,,,,,,,,,,,,
2025-05-09 21:23:06,2025-05-09 21:23:22,IP Address,89.98.163.147,100,15,True,2025-05-09 21:23:22,R_22WOamPVgbf5Rze,,,,,52.3672,4.918,anonymous,EN,Ada Shi,235A,No,,,,,,,,,,,,,
2025-05-09 21:23:23,2025-05-09 21:23:42,IP Address,89.98.163.147,100,19,True,2025-05-09 21:23:42,R_8O92dMkZ8RHkTOq,,,,,52.3672,4.918,anonymous,EN,Ada Shi,236A,No,,,,,,,,,,,,,
2025-05-09 21:23:43,2025-05-09 21:24:04,IP Address,89.98.163.147,100,20,True,2025-05-09 21:24:04,R_2q2SCmdBFCj1Pxo,,,,,52.3672,4.918,anonymous,EN,Ada Shi,237A,No,,,,,,,,,,,,,
2025-05-09 21:24:05,2025-05-09 21:24:23,IP Address,89.98.163.147,100,18,True,2025-05-09 21:24:24,R_2OTjHnRqTdsZIRj,,,,,52.3672,4.918,anonymous,EN,Ada Shi,238A,Yes,First,No,,,,,,,,,,,
2025-05-09 21:24:25,2025-05-09 21:25:46,IP Address,89.98.163.147,100,81,True,2025-05-09 21:25:47,R_2CdYl4bwxsOUIQF,,,,,52.3672,4.918,anonymous,EN,Ada Shi,239A,No,,,,,,,,,,,,,
2025-05-09 21:25:48,2025-05-09 21:26:03,IP Address,89.98.163.147,100,15,True,2025-05-09 21:26:04,R_8TIaq2r2U8VoaRj,,,,,52.3672,4.918,anonymous,EN,Ada Shi,240A,No,,,,,,,,,,,,,
2025-05-09 21:26:05,2025-05-09 21:26:26,IP Address,89.98.163.147,100,21,True,2025-05-09 21:26:26,R_8hGRmxpfMLBZ8le,,,,,52.3672,4.918,anonymous,EN,Ada Shi,241A,No,,,,,,,,,,,,,
2025-05-09 21:26:27,2025-05-09 21:27:20,IP Address,89.98.163.147,100,52,True,2025-05-09 21:27:20,R_2yfpf4Z73e1n32N,,,,,52.3672,4.918,anonymous,EN,Ada Shi,242A,Yes,First,Yes,Ambiguously,,,,,,,,,,
2025-05-09 21:27:21,2025-05-09 21:27:48,IP Address,89.98.163.147,100,27,True,2025-05-09 21:27:49,R_8n7ttPhJtq8cI5b,,,,,52.3672,4.918,anonymous,EN,Ada Shi,243A,No,,,,,,,,,,,,,
2025-05-09 21:27:50,2025-05-09 21:28:26,IP Address,89.98.163.147,100,35,True,2025-05-09 21:28:26,R_2mFBO373MflL5Vr,,,,,52.3672,4.918,anonymous,EN,Ada Shi,244A,No,,,,,,,,,,,,,
2025-05-09 21:28:27,2025-05-09 21:28:44,IP Address,89.98.163.147,100,17,True,2025-05-09 21:28:45,R_22gKU2WwgNMvxlS,,,,,52.3672,4.918,anonymous,EN,Ada Shi,245A,No,,,,,,,,,,,,,
2025-05-09 21:28:45,2025-05-09 21:29:04,IP Address,89.98.163.147,100,18,True,2025-05-09 21:29:06,R_2Uen9GSdNGUOnYZ,,,,,52.3672,4.918,anonymous,EN,Ada Shi,246A,No,,,,,,,,,,,,,
2025-05-09 21:29:05,2025-05-09 21:30:22,IP Address,89.98.163.147,100,76,True,2025-05-09 21:30:22,R_8GPp9WvCrz3ebSN,,,,,52.3672,4.918,anonymous,EN,Ada Shi,247A,Yes,First,Yes,Ambiguously,,,,,,,,,,
2025-05-09 21:30:23,2025-05-09 21:30:52,IP Address,89.98.163.147,100,28,True,2025-05-09 21:30:53,R_2Iueke3SvIFJwah,,,,,52.3672,4.918,anonymous,EN,Ada Shi,248A,No,,,,,,,,,,,,,
2025-05-09 21:30:53,2025-05-09 21:31:05,IP Address,89.98.163.147,100,11,True,2025-05-09 21:31:05,R_8jfhp6YkwXBxslg,,,,,52.3672,4.918,anonymous,EN,Ada Shi,249A,No,,,,,,,,,,,,,
2025-05-09 21:31:06,2025-05-09 21:31:18,IP Address,89.98.163.147,100,12,True,2025-05-09 21:31:18,R_8QgCrfedwr6vCwy,,,,,52.3672,4.918,anonymous,EN,Ada Shi,250A,No,,,,,,,,,,,,,
2025-05-10 09:18:02,2025-05-10 09:22:26,IP Address,217.117.235.2,100,263,True,2025-05-10 09:22:26,R_2eR9Px9G3LeKi5Y,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,81F,Yes,First,Yes,Negatively,No,,Yes,"Other Collectives (e.g. Other Countries, Other Political Groups, NGOs, Public Enterprises, International Governing Institutions)",,,No,No,Yes,
2025-05-10 09:22:28,2025-05-10 09:23:00,IP Address,217.117.235.2,100,32,True,2025-05-10 09:23:00,R_8fJvwwuzQ0khbqN,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,82F,No,,,,,,,,,,,,,
2025-05-10 09:23:01,2025-05-10 09:24:37,IP Address,217.117.235.2,100,95,True,2025-05-10 09:24:37,R_8qWzhaDWefC5lpP,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,83F,No,,,,,,,,,,,,,
2025-05-10 09:24:39,2025-05-10 09:25:13,IP Address,217.117.235.2,100,34,True,2025-05-10 09:25:14,R_2OxhnGNyRWfdBTz,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,84F,No,,,,,,,,,,,,,
2025-05-10 09:25:19,2025-05-10 09:25:55,IP Address,217.117.235.2,100,36,True,2025-05-10 09:25:56,R_8ZWHV5AzHaDKlhJ,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,85F,No,,,,,,,,,,,,,
2025-05-10 09:25:57,2025-05-10 09:27:17,IP Address,217.117.235.2,100,80,True,2025-05-10 09:27:18,R_8eVL7EbDS5v6MUu,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,86F,Yes,First,No,,,,,,,,,,,
2025-05-10 09:27:19,2025-05-10 09:28:00,IP Address,217.117.235.2,100,41,True,2025-05-10 09:28:01,R_8rN5ECB2QlhLYB3,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,87F,No,,,,,,,,,,,,,
2025-05-10 09:28:01,2025-05-10 09:28:21,IP Address,217.117.235.2,100,19,True,2025-05-10 09:28:21,R_8iPV5UZKMVspQqT,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,88F,No,,,,,,,,,,,,,
2025-05-10 09:28:22,2025-05-10 09:29:39,IP Address,217.117.235.2,100,77,True,2025-05-10 09:29:39,R_8HjIdmvltxmeaoD,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,89F,Yes,First,No,,,,,,,,,,,
2025-05-10 09:29:40,2025-05-10 09:36:29,IP Address,217.117.235.2,100,409,True,2025-05-10 09:36:30,R_2EaCYqLc6Jeq1Xv,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,90F,Yes,First,Yes,Negatively,Yes,Hillary Clinton,,,,,No,No,Yes,
2025-05-10 09:36:31,2025-05-10 09:37:21,IP Address,217.117.235.2,100,50,True,2025-05-10 09:37:22,R_2cebVkMhYavK4cV,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,91F,No,,,,,,,,,,,,,
2025-05-10 09:37:23,2025-05-10 09:38:30,IP Address,217.117.235.2,100,66,True,2025-05-10 09:38:30,R_8IsdwXXSlF7u537,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,92F,Yes,First,Yes,Negatively,Yes,Barack Obama,,,,,No,Yes,,
2025-05-10 09:38:31,2025-05-10 09:39:50,IP Address,217.117.235.2,100,79,True,2025-05-10 09:39:50,R_2amcVSdGfYHtC6f,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,93F,Yes,First,Yes,Ambiguously,,,,,,,,,,
2025-05-10 09:39:51,2025-05-10 09:40:30,IP Address,217.117.235.2,100,38,True,2025-05-10 09:40:30,R_2nVKnfgbGGLkxdm,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,94F,No,,,,,,,,,,,,,
2025-05-10 09:40:32,2025-05-10 09:40:51,IP Address,217.117.235.2,100,18,True,2025-05-10 09:40:51,R_2DiShNx0ToNFFGC,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,95F,No,,,,,,,,,,,,,
2025-05-10 09:40:52,2025-05-10 09:41:13,IP Address,217.117.235.2,100,21,True,2025-05-10 09:41:14,R_2WTIZaN3fJ3qpcp,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,96F,No,,,,,,,,,,,,,
2025-05-10 09:41:16,2025-05-10 09:42:55,IP Address,217.117.235.2,100,98,True,2025-05-10 09:42:55,R_2CkYW0g3nqgmkNW,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,97F,No,,,,,,,,,,,,,
2025-05-10 09:42:56,2025-05-10 09:44:08,IP Address,217.117.235.2,100,71,True,2025-05-10 09:44:08,R_85uLHRmW4JXU8xg,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,98F,No,,,,,,,,,,,,,
2025-05-10 09:44:09,2025-05-10 09:47:40,IP Address,217.117.235.2,100,210,True,2025-05-10 09:47:40,R_8PKrbxKjV4qgN5T,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,99F,No,,,,,,,,,,,,,
2025-05-10 09:47:41,2025-05-10 09:49:07,IP Address,217.117.235.2,100,86,True,2025-05-10 09:49:08,R_8MlLmNwgKF3A08C,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,100F,Yes,First,Yes,Positively,Yes,Other Individual Republican Politicians,,,,,No,No,Yes,
2025-05-10 09:49:09,2025-05-10 09:49:35,IP Address,217.117.235.2,100,26,True,2025-05-10 09:49:35,R_82KX5aUn4UxqrVF,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,36F,No,,,,,,,,,,,,,
2025-05-10 09:49:36,2025-05-10 09:51:08,IP Address,217.117.235.2,100,92,True,2025-05-10 09:51:09,R_8y26VVZdQHUGRKJ,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,62F,No,,,,,,,,,,,,,
2025-05-10 10:26:20,2025-05-10 10:27:49,IP Address,80.114.165.142,100,89,True,2025-05-10 10:27:49,R_8IgXhGVWNPIYtyx,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,100M,No,,,,,,,,,,,,,
2025-05-10 10:28:26,2025-05-10 10:28:48,IP Address,80.114.165.142,100,21,True,2025-05-10 10:28:48,R_2S2vUcbJXi9prm9,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,96M,No,,,,,,,,,,,,,
2025-05-10 10:29:38,2025-05-10 10:31:30,IP Address,80.114.165.142,100,112,True,2025-05-10 10:31:31,R_8ba7i1cSzwByf9D,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,94M,Yes,First,Yes,Negatively,Yes,Other Individuals,,,,,Yes,,,
2025-05-10 10:32:41,2025-05-10 10:34:36,IP Address,80.114.165.142,100,115,True,2025-05-10 10:34:36,R_8iX9glsVf7ArZ2Z,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,97M,No,,,,,,,,,,,,,
2025-05-10 10:34:43,2025-05-10 10:38:25,IP Address,80.114.165.142,100,221,True,2025-05-10 10:38:25,R_2gBgrZxvFmjcIcK,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,99M,Yes,First,Yes,Positively,Yes,Xi Jinping,,,,,No,No,No,Yes
2025-05-10 10:38:34,2025-05-10 10:38:59,IP Address,80.114.165.142,100,24,True,2025-05-10 10:38:59,R_2aaSdUGhCdGUIch,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,101M,No,,,,,,,,,,,,,
2025-05-10 10:39:05,2025-05-10 10:39:11,IP Address,80.114.165.142,100,6,True,2025-05-10 10:39:12,R_8JDBEMwBioCSOsk,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,102M,No,,,,,,,,,,,,,
2025-05-10 10:39:18,2025-05-10 10:41:18,IP Address,80.114.165.142,100,119,True,2025-05-10 10:41:18,R_8t6IiXDy58QkKRz,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,103M,Yes,First,Yes,Positively,Yes,Donald Trump,,,,,No,No,Yes,
2025-05-10 10:41:24,2025-05-10 10:44:00,IP Address,80.114.165.142,100,155,True,2025-05-10 10:44:00,R_2280XBDjn5mwvNT,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,105M,Yes,First,Yes,Positively,No,,Yes,The Trump-Administration,,,No,No,No,Yes
2025-05-10 10:44:48,2025-05-10 10:45:06,IP Address,80.114.165.142,100,18,True,2025-05-10 10:45:07,R_2KymocLPrWzISEV,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,106M,No,,,,,,,,,,,,,
2025-05-10 10:45:12,2025-05-10 10:45:52,IP Address,80.114.165.142,100,40,True,2025-05-10 10:45:53,R_2S3vFQM39pEWNtp,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,107M,Yes,First,Yes,Negatively,Yes,Hillary Clinton,,,,,No,No,Yes,
2025-05-10 10:45:57,2025-05-10 10:46:05,IP Address,80.114.165.142,100,7,True,2025-05-10 10:46:05,R_8XNM40UnBhQs5TH,,,,,52.3474,4.9284,anonymous,EN,Mare Soetermeer,108M,No,,,,,,,,,,,,,
